Level,WL,Hanzi,Pinyin,Sino_Vietnamese,Traditional,Freq,Examples,Viet_Meaning,English_Meaning,,,,,,,,,,,,,,,,,,,,,,,
6,,杰,jié,kiệt,傑,1,杰出,Cũng như chữ kiệt 傑,,,,,,,,,,,,,,,,,,,,,,,,
6,,洁,jié,khiết,潔,7,清洁 清洁工 纯洁 简洁 洁净,Thanh khiết,,,,,,,,,,,,,,,,,,,,,,,,
6,,截,jié,tiệt,截,4,截止 截至 截 截然不同,Cắt đứt,to cut off (a length), to stop, to intercept, section, chunk, length,,,,,,,,,,,,,,,,,,
6,,井,jǐng,tỉnh,井,1,井,"Giếng, đào sâu lấy mạch nước dùng gọi là tỉnh","Jing, one of the 28 constellations of Chinese astronomy; surname Jing",,,,,,,,,,,,,,,,,,,,,,,
6,,径,jìng,kính,徑,4,田径 途径 口径 直径,Lối tắt,,,,,,,,,,,,,,,,,,,,,,,,
6,,纠,jiū,"củ, kiểu",糾,3,纠纷 纠正 纠缠,"Dây chặp ba lần, vì thế cái gì do mọi cái kết hợp lại mà thành đều gọi là củ",,,,,,,,,,,,,,,,,,,,,,,,
6,,捐,juān,quyên,捐,6,捐 捐款 捐赠 捐助 捐献,Bỏ,to relinquish, to abandon, to contribute, to donate, (bound form) tax, levy,,,,,,,,,,,,,,,,,,
6,,菌,jūn,khuẩn,菌,1,细菌,"Cây nấm, có thứ ăn ngon, có thứ độc lạ",,,,,,,,,,,,,,,,,,,,,,,,
6,,刊,kān,"khan, san",刊,3,报刊 刊登 刊物,Chặt,,,,,,,,,,,,,,,,,,,,,,,,
6,,抗,kàng,kháng,抗,8,抵抗 对抗 反抗 抗议 抗衡,Vác,,,,,,,,,,,,,,,,,,,,,,,,
6,,扣,kòu,khấu,扣,8,扣 回扣 扣除 扣留 扣人心弦,Giằng lại,"to fasten; to button; button; buckle; knot; to arrest; to confiscate; to deduct (money); discount; to knock; to smash, spike or dunk (a ball); to cover (with a bowl etc); (fig.) to tag a label on sb; (Tw) (loanword) code",,,,,,,,,,,,,,,,,,,,,,,
6,,酷,kù,khốc,酷,5,残酷 酷 酷似 冷酷 冷酷无情,Tàn ác,ruthless, strong (e.g. of wine), (loanword) cool, hip,,,,,,,,,,,,,,,,,,,,
6,,跨,kuà,khóa,跨,3,跨 跨国 跨越,Vượt qua,to step across, to stride over, to straddle, to span,,,,,,,,,,,,,,,,,,,,
6,,阔,kuò,khoát,闊,6,广阔 宽阔 阔 开阔 阔绰,Rộng rãi,variant of 阔,,,,,,,,,,,,,,,,,,,,,,,
6,,赖,lài,lại,賴,4,赖 依赖 耍赖 信赖,Cậy nhờ,surname Lai, (Tw) (coll.) LINE messaging app,,,,,,,,,,,,,,,,,,,,,,
6,,栏,lán,lan,欄,4,栏目 栏 栏杆 专栏,Cùng nghĩa với chữ lan 闌 nghĩa là cái lan can,fence, railing, hurdle, column or box (of text or other data),,,,,,,,,,,,,,,,,,,,
6,,懒,lǎn,"lại, lãn",懶,4,懒 懒得 懒惰 偷懒,Tăng lại 憎懶 rơ ghét,variant of 懒,,,,,,,,,,,,,,,,,,,,,,,
6,,牢,láo,lao,牢,5,牢 牢固 牢记 牢牢 亡羊补牢,Cái chuồng nuôi súc vật,firm, sturdy, fold (for animals), sacrifice, prison,,,,,,,,,,,,,,,,,,,
6,,梁,liáng,lương,梁,3,桥梁 栋梁 脊梁,"Cái cầu, chỗ ách yếu của sự vật gì gọi là tân lương 澤梁 nghĩa là như cái cầu mọi người đều phải nhờ đó mà qua vậy",,,,,,,,,,,,,,,,,,,,,,,,
6,,谅,liàng,lượng,諒,3,原谅 谅解 体谅,"Tin, thực",,,,,,,,,,,,,,,,,,,,,,,,
6,,裂,liè,liệt,裂,6,分裂 裂 断裂 裂缝 裂痕,Xé ra,to split, to crack, to break open, to rend,,,,,,,,,,,,,,,,,,,,
6,,灵,líng,linh,靈,13,灵活 心灵 机灵 灵 灵感,Tục dùng như chữ linh 靈,quick, alert, efficacious, effective, to come true, spirit, departed soul, coffin,,,,,,,,,,,,,,,,
6,,炉,lú,lô,爐,3,微波炉 炉灶 炉子,Bếp lò,,,,,,,,,,,,,,,,,,,,,,,,
6,,露,lù,lộ,露,12,暴露 露 透露 风餐露宿 揭露,"Móc, hơi nước gần mặt đất, đêm bám vào cây cỏ, gặp khí lạnh dót lại từng giọt gọi là lộ",surname Lu,,,,,,,,,,,,,,,,,,,,,,,
6,,略,lüè,lược,略,9,策略 忽略 战略 粗略 领略,"Mưu lược, phần nhiều chỉ về việc binh",brief, sketchy, outline, summary, to omit, (bound form before a single-character verb) a bit, somewhat, slightly, plan, strategy, to capture (territory),,,,,,,,,,,,,
6,,嘛,ma,ma,嘛,1,嘛,Lạt ma 喇嘛 hiệu riêng của nhà sư bên Tây-tạng,used in 吽, (Tw) (coll.) what?,,,,,,,,,,,,,,,,,,,,,,
6,,埋,mái,mai,埋,5,埋 埋藏 埋伏 埋没 埋怨,"Chôn, đám ma chôn không hợp lễ gọi là mai",to bury,,,,,,,,,,,,,,,,,,,,,,,
6,3,麦,mài,mạch,麥,1,小麦,Tục dùng như chữ mạch 麥,,,,,,,,,,,,,,,,,,,,,,,,
6,,馒,mán,man,饅,1,馒头,"Bột ủ cho lên bọt rồi đem hấp ăn gọi là man đầu 饅頭 bánh bò chén, bánh bột hấp",,,,,,,,,,,,,,,,,,,,,,,,
6,,盲,máng,manh,盲,3,盲人 盲目 文盲,Thanh manh,,,,,,,,,,,,,,,,,,,,,,,,
6,,梅,méi,mai,梅,1,梅花,"Cây mơ, đầu xuân đã nở hoa, có hai thứ trắng và đỏ",,,,,,,,,,,,,,,,,,,,,,,,
6,,蒙,méng,mông,蒙,2,蒙 启蒙,Tối,drizzle, mist,,,,,,,,,,,,,,,,,,,,,,
6,,盟,méng,minh,盟,4,加盟 联盟 盟友 同盟,"Thề, giết các muông sinh đem lễ thần rồi cùng uống máu mà thề với nhau gọi là đồng minh 同盟",,,,,,,,,,,,,,,,,,,,,,,,
6,,猛,měng,mãnh,猛,4,猛 猛烈 猛然 凶猛,Mạnh,ferocious, fierce, violent, brave, suddenly, abrupt, (slang) awesome,,,,,,,,,,,,,,,,,
6,,棉,mián,miên,棉,2,棉 棉花,"Cây bông, thứ mọc như cỏ gọi là thảo miên 草棉 quả to như quả đào, chín thì nứt sợi bông ra, người ta dùng guồng kéo ra, xe làm sợi để dệt vải, thứ như thân cây gọi là mộc miên 木棉 cao bảy tám trượng, mùa xuân nở hoa kết quả, trong quả có bông, dùng làm chăn đệm được",generic term for cotton or kapok, cotton, padded or quilted with cotton,,,,,,,,,,,,,,,,,,,,,
6,,妙,miào,diệu,妙,7,妙 奇妙 巧妙 精妙 美妙,"Khéo, hay, thần diệu lắm",clever, wonderful,,,,,,,,,,,,,,,,,,,,,,
6,2,灭,miè,diệt,滅,7,灭 消灭 毁灭 歼灭 灭绝,"Mất, tan mất",to extinguish or put out, to go out (of a fire etc), to exterminate or wipe out, to drown,,,,,,,,,,,,,,,,,,,,
6,,膜,mó,mô,膜,1,膜,"Màng, một thứ màng mỏng để ràng rịt tạng phủ và các cơ quan trong mình",membrane, film,,,,,,,,,,,,,,,,,,,,,,
6,,磨,mó,"ma, má",磨,7,磨 打磨 磨合 磨难 磨损,"Mài, xát",to rub, to grind, to polish, to sharpen, to wear down, to die out, to waste time, to pester, to insist,,,,,,,,,,,,,,,
6,,墨,mò,mặc,墨,2,墨水 墨,Sắc đen,"surname Mo; abbr. for 哥, Mexico",,,,,,,,,,,,,,,,,,,,,,,
6,,谋,móu,mưu,謀,6,阴谋 参谋 谋害 谋求 谋生,"Toan tính, toan tính trước rồi mới làm gọi là mưu",,,,,,,,,,,,,,,,,,,,,,,,
6,,墓,mù,mộ,墓,6,墓 坟墓 公墓 墓碑 墓地,Cái mả,grave, tomb, mausoleum,,,,,,,,,,,,,,,,,,,,,
6,,纳,nà,nạp,納,11,采纳 归纳 交纳 缴纳 接纳,Vào,,,,,,,,,,,,,,,,,,,,,,,,
6,,泥,ní,"nê, nệ, nễ",泥,4,泥 水泥 泥潭 泥土,Bùn,mud, clay, paste, pulp,,,,,,,,,,,,,,,,,,,,
6,,扭,niǔ,nữu,扭,5,扭 别扭 扭曲 扭头 扭转,Quay tay,to turn, to twist, to wring, to sprain, to swing one's hips,,,,,,,,,,,,,,,,,,,
6,,怒,nù,nộ,怒,4,发怒 愤怒 恼羞成怒 喜怒哀乐,"Giận, cảm thấy một sự gì trái ý mà nổi cơn cáu tức lên gọi là chấn nộ 震怒 nghĩa là đùng đùng như sấm như sét, phần nhiều chỉ về sự giận của người tôn quý",,,,,,,,,,,,,,,,,,,,,,,,
6,,诺,nuò,nặc,諾,2,承诺 诺言,Dạ,,,,,,,,,,,,,,,,,,,,,,,,
6,3,盼,pàn,phán,盼,4,盼望 盼 期盼 左顾右盼,"Mắt đẹp, nhìn một cách đẹp đẽ, lòng đen lòng trắng phân minh",to hope for, to long for, to expect,,,,,,,,,,,,,,,,,,,,,
6,,泡,pào,"phao, bào",泡,5,泡 灯泡 浸泡 泡沫 气泡,Bọt nước,puffed, swollen, spongy, small lake (esp. in place names), classifier for urine or feces,,,,,,,,,,,,,,,,,,,
6,,炮,pào,"pháo, bào",炮/砲,3,炮 鞭炮 马后炮,Súng lớn,to sauté, to fry, to dry by heating,,,,,,,,,,,,,,,,,,,,,
6,,偏,piān,thiên,偏,8,偏 偏差 偏方 偏见 偏僻,"Lệch, mếch, ở vào hai bên một cái gì gọi là thiên, nặng về một mặt cũng gọi là thiên",to lean, to slant, oblique, prejudiced, to deviate from average, to stray from the intended line, stubbornly, contrary to expectations,,,,,,,,,,,,,,,,
6,,贫,pín,bần,貧,3,贫困 贫富 贫穷,Nghèo,,,,,,,,,,,,,,,,,,,,,,,,
6,,聘,pìn,sính,聘,6,聘请 招聘 聘 聘任 聘用,"Tìm hỏi, mời đón",to engage (a teacher etc), to hire, to betroth, betrothal gift, to get married (of woman),,,,,,,,,,,,,,,,,,,
6,,屏,píng,bình,屏,1,屏幕,Tục dùng như chữ 屛,,,,,,,,,,,,,,,,,,,,,,,,
6,,坡,pō,pha,坡,2,坡 山坡,Sườn núi,slope, sloping, slanted,,,,,,,,,,,,,,,,,,,,,
6,,扑,pū,phốc,撲,4,扑 红扑扑 扑克 扑面而来,Ðập,to throw oneself at, to pounce on, to devote one's energies, to flap, to flutter, to dab, to pat, to bend over,,,,,,,,,,,,,,,,
6,,铺,pù,"phô, phố",鋪,3,铺 卧铺 铺路,Bày,variant of 铺, store,,,,,,,,,,,,,,,,,,,,,,
6,,欺,qī,khi,欺,3,欺负 欺骗 欺诈,"Dối lừa, lừa mình, tự lừa dối mình gọi là tự khi 自欺",,,,,,,,,,,,,,,,,,,,,,,,
6,,旗,qí,kỳ,旗,4,国旗 锦旗 旗袍 旗帜,"Cờ, dùng vải hay lụa buộc lên cái cán để làm dấu hiệu gọi là kỳ",,,,,,,,,,,,,,,,,,,,,,,,
6,,恰,qià,kháp,恰,7,恰当 恰好 恰恰 恰到好处 恰恰相反,Vừa vặn,,,,,,,,,,,,,,,,,,,,,,,,
6,,迁,qiān,thiên,遷,6,拆迁 搬迁 变迁 迁 迁就,Dời,to move, to shift, to change (a position or location etc), to promote,,,,,,,,,,,,,,,,,,,,
6,,牵,qiān,"khiên, khản",牽,6,牵 牵扯 牵挂 牵涉 牵头,"Dắt đi, tiến thoái không được tự do cũng gọi là khiên",to lead along, to pull (an animal on a tether), (bound form) to involve, to draw in,,,,,,,,,,,,,,,,,,,,
6,,铅,qiān,duyên,鉛,2,铅笔 铅,"Chì, một loài kim giống như thiếc mà mềm (Plumbum, Pb)",old variant of 铅,,,,,,,,,,,,,,,,,,,,,,,
6,,谦,qiān,"khiêm, khiệm",謙,2,谦虚 谦逊,"Nhún nhường, tự nhún nhường không dám khoe gọi là khiêm",,,,,,,,,,,,,,,,,,,,,,,,
6,,潜,qián,tiềm,潛,6,潜力 潜能 潜水 潜艇 潜移默化,"Cất kín, giấu, giấu ở trong nước ngoài không trông thấy gọi là tiềm, vì thế cái gì dấu kín không lộ gọi là thâm tiềm 深潛 hay là trầm tiềm 沉潛, dụng tâm vào tới cõi thâm gọi là tiềm tâm 潛心",,,,,,,,,,,,,,,,,,,,,,,,
6,,歉,qiàn,khiểm,歉,3,抱歉 道歉 歉意,"Không no, còn đói, năm mất mùa gọi là khiểm",,,,,,,,,,,,,,,,,,,,,,,,
6,,茄,jiā,gia,茄,2,番茄 茄子,Cây cà,,,,,,,,,,,,,,,,,,,,,,,,
6,,侵,qīn,xâm,侵,6,侵犯 侵害 侵略 侵权 侵占,Tiến dần,,,,,,,,,,,,,,,,,,,,,,,,
6,,倾,qīng,khuynh,傾,6,倾向 倾家荡产 倾诉 倾听 倾销,Nghiêng,,,,,,,,,,,,,,,,,,,,,,,,
6,,渠,qú,cừ,渠,1,渠道,"Kênh, ngòi",,,,,,,,,,,,,,,,,,,,,,,,
6,,券,quàn,khoán,券,2,券 入场券,"Khoán, tức như cái giấy hợp đồng bây giờ, mỗi bên giữ một cái giấy để làm bằng cứ","bond (esp. document split in two, with each party holding one half); contract; deed (i.e. title deeds); ticket; voucher; certificate",,,,,,,,,,,,,,,,,,,,,,,
6,,融,róng,"dung, dong",融,6,金融 融合 融入 融 融化,"Sáng rực, khí lửa lan bốc lên trên trời gọi là dung",to melt, to thaw, to blend, to merge, to be in harmony,,,,,,,,,,,,,,,,,,,
6,,乳,rǔ,nhũ,乳,1,乳制品,"Cái vú, các loài động vật đều có vú để cho con bú",,,,,,,,,,,,,,,,,,,,,,,,
6,,若,ruò,nhược,若,3,若 若干 倘若,Thuận,to seem, like, as, if,,,,,,,,,,,,,,,,,,,,
6,,塞,sāi,"tắc, tái",塞,2,塞 堵塞,Lấp kín,Serbia, Serbian, abbr. for 塞尔维亚,,,,,,,,,,,,,,,,,,,,,
6,,丧,sàng,"tang, táng",喪,4,丧失 垂头丧气 沮丧 丧生,Lễ tang,,,,,,,,,,,,,,,,,,,,,,,,
6,2,勺,sháo,"chước, thược",勺,1,勺,Múc lấy,"spoon; ladle; abbr. for 勺, centiliter (unit of volume)",,,,,,,,,,,,,,,,,,,,,,,
6,2,舌,shé,thiệt,舌,2,舌头 七嘴八舌,Lưỡi,,,,,,,,,,,,,,,,,,,,,,,,
6,,涉,shè,thiệp,涉,5,干涉 涉及 交涉 牵涉 涉嫌,"Lội, lội qua sông gọi là thiệp 涉, qua bãi cỏ gọi là bạt 跋, vì thế đi đường khó nhọc gọi là bạt thiệp 跋涉 (lặn lội)",,,,,,,,,,,,,,,,,,,,,,,,
6,,审,shěn,thẩm,審,9,审查 评审 审 审定 审核,"Xét rõ, xét kĩ",to examine, to investigate, carefully, to try (in court),,,,,,,,,,,,,,,,,,,,
6,,牲,shēng,sinh,牲,2,牺牲 牲畜,Muông sinh,,,,,,,,,,,,,,,,,,,,,,,,
6,3,圣,shèng,thánh,聖,3,圣诞节 神圣 圣贤,"Thánh, tu dưỡng nhân cách tới cõi cùng cực gọi là thánh",,,,,,,,,,,,,,,,,,,,,,,,
6,,盛,shèng,"thịnh, thình",盛,10,昌盛 盛行 盛 丰盛 茂盛,"Thịnh, đầy đủ đông đúc, chỉ thấy thêm không thấy kém đều gọi là thịnh",surname Sheng,,,,,,,,,,,,,,,,,,,,,,,
6,,薯,shǔ,thự,薯,3,薯片 薯条 红薯,"Thự dự 薯蕷 tức là hoài sơn 懷山 củ mài, dùng nấu ăn và làm thuốc",,,,,,,,,,,,,,,,,,,,,,,,
6,3,爽,shuǎng,sảng,爽,3,爽 凉爽 爽快,"Sáng, trời sắp sáng gọi là muội sảng 昧爽",bright, clear, crisp, open, frank, straightforward, to feel well, fine, pleasurable, invigorating, to deviate,,,,,,,,,,,,,
6,,税,shuì,"thuế, thối, thoát",稅,6,税 关税 纳税 纳税人 税收,"Thuế, món tiền nhà nước lấy vào của dân bao nhiêu đó để chi dùng việc nước gọi là thuế",taxes, duties,,,,,,,,,,,,,,,,,,,,,,
6,3,寺,sì,tự,寺,4,寺 清真寺 少林寺 寺庙,Dinh quan,Buddhist temple, mosque, government office (old),,,,,,,,,,,,,,,,,,,,,
6,,苏,sū,tô,甦,2,复苏 苏醒,Sống lại,,,,,,,,,,,,,,,,,,,,,,,,
6,3,素,sù,tố,素,14,素质 维生素 要素 因素 元素,Tơ trắng,"raw silk; white; plain, unadorned; vegetarian (food); essence; nature; element; constituent; usually; always; ever",,,,,,,,,,,,,,,,,,,,,,,
6,,塔,tǎ,tháp,塔,2,塔 金字塔,Cái tháp,pagoda, tower, minaret, stupa (abbr. loanword from Sanskrit tapo),,,,,,,,,,,,,,,,,,,,
6,,踏,tà,đạp,踏,3,踏实 踏 踏上,Chân sát xuống đất,see 踏实,,,,,,,,,,,,,,,,,,,,,,,
6,,叹,tàn,thán,嘆,5,叹气 感叹 惊叹 赞叹 赞叹不已,"Than, thở dài",,,,,,,,,,,,,,,,,,,,,,,,
6,,探,tàn,"tham, thám",探,10,探索 探讨 勘探 试探 探,Tìm tòi,to explore, to search out, to scout, to visit, to stretch forward,,,,,,,,,,,,,,,,,,,
6,,趟,tàng,"tranh, thảng",趟,1,趟,Nhảy choi choi,old variant of 趟,,,,,,,,,,,,,,,,,,,,,,,
6,,掏,tāo,đào,掏,2,掏 掏钱,Lọc chọn,to fish out (from pocket), to scoop,,,,,,,,,,,,,,,,,,,,,,
6,,踢,tī,thích,踢,1,踢,Đá,to kick, to play (e.g. soccer), (slang) butch (in a lesbian relationship),,,,,,,,,,,,,,,,,,,,,
6,,添,tiān,thiêm,添,4,添 画蛇添足 添加 增添,"Thêm, thêm lên",to add, to increase, to replenish,,,,,,,,,,,,,,,,,,,,,
6,2,田,tián,điền,田,2,田 田径,Ruộng đất cầy cấy được gọi là điền,surname Tian,,,,,,,,,,,,,,,,,,,,,,,
6,,铜,tóng,đồng,銅,2,铜牌 铜,"Ðồng (Copper, Cu), một loài kim chất đỏ, ngày xưa gọi là xích kim 赤金",copper (chemistry), see also 红铜,,,,,,,,,,,,,,,,,,,,,,
6,,徒,tú,đồ,徒,3,徒弟 歹徒 徒步,Ði bộ,,,,,,,,,,,,,,,,,,,,,,,,
6,,吞,tūn,thôn,吞,1,吞,"Nuốt, ăn không nhai cứ nuốt ngay xuống gọi là thôn",to swallow, to take,,,,,,,,,,,,,,,,,,,,,,
6,,拖,tuō,"tha, đà",拖,5,拖 拖鞋 拖累 拖欠 拖延,"Kéo, cũng đọc là chư đà",variant of 拖,,,,,,,,,,,,,,,,,,,,,,,
6,,挖,wā,oạt,挖,3,挖 挖掘 挖苦,"Móc, thò tay vào trong hang mà móc thử xem gọi là oạt",to dig, to excavate, to scoop out,,,,,,,,,,,,,,,,,,,,,
6,,娃,wá,oa,娃,1,娃娃,Gái đẹp,,,,,,,,,,,,,,,,,,,,,,,,
6,,哇,wa,oa,哇,1,哇,Thổ ra,Wow!, sound of a child's crying, sound of vomiting,,,,,,,,,,,,,,,,,,,,,
6,,湾,wān,loan,灣,1,海湾,"Vũng bể, chỗ nước hõm vào",,,,,,,,,,,,,,,,,,,,,,,,
6,,顽,wán,ngoan,頑,3,顽皮 顽强 顽固,"Ngu, ương, không biết gì mà lại làm càn gọi là ngoan",,,,,,,,,,,,,,,,,,,,,,,,
6,3,亡,wáng,"vong, vô",亡,5,伤亡 死亡 灭亡 逃亡 亡羊补牢,Mất,,,,,,,,,,,,,,,,,,,,,,,,
6,,旺,wàng,vượng,旺,4,兴旺 旺 旺季 旺盛,"Sáng sủa, tốt đẹp",prosperous, flourishing, (of flowers) blooming, (of fire) roaring,,,,,,,,,,,,,,,,,,,,
6,,威,wēi,uy,威,8,威胁 权威 示威 威风 威力,"Oai, cái dáng tôn nghiêm đáng sợ gọi là uy",,,,,,,,,,,,,,,,,,,,,,,,
6,,乌,wū,ô,烏,1,乌云,"Con quạ, quạ con biết mớm quạ già cho nên sự hiếu dưỡng cha mẹ gọi là ô điểu chi tư 烏鳥之私",,,,,,,,,,,,,,,,,,,,,,,,
6,,伍,wǔ,ngũ,伍,1,队伍,"Hàng ngũ, năm người lính sắp một hàng gọi là ngũ",,,,,,,,,,,,,,,,,,,,,,,,
6,,悟,wù,ngộ,悟,4,觉悟 恍然大悟 领悟 醒悟,"Tỏ ngộ, biết",,,,,,,,,,,,,,,,,,,,,,,,
6,,牺,xī,hy,犧,1,牺牲,Con muông thuần sắc dùng để cúng tế gọi là hy,,,,,,,,,,,,,,,,,,,,,,,,
6,,嫌,xián,hiềm,嫌,4,嫌 涉嫌 嫌弃 嫌疑,"Ngờ, cái gì hơi giống sự thực khiến cho người ngờ gọi là hiềm nghi 嫌疑","to dislike; suspicion; resentment; enmity; abbr. for 犯, criminal suspect",,,,,,,,,,,,,,,,,,,,,,,
6,,陷,xiàn,hãm,陷,4,缺陷 陷入 陷 陷阱,Vùi lấp mất,pitfall, trap, to get stuck, to sink, to cave in, to frame (false charge), to capture (a city in battle), to fall (to the enemy), defect,,,,,,,,,,,,,,,
6,,祥,xiáng,tường,祥,4,吉祥 慈祥 吉祥物 祥和,"Ðiềm, điềm tốt gọi là tường 祥, điềm xấu gọi là bất tường 不祥",,,,,,,,,,,,,,,,,,,,,,,,
6,,晓,xiǎo,hiểu,曉,3,晓得 家喻户晓 揭晓,"Sớm, lúc mới hơi mờ mờ sáng gọi là phá hiểu 破曉",,,,,,,,,,,,,,,,,,,,,,,,
6,,胁,xié,hiếp,脅,1,威胁,"Sườn, ở hai bên ngực",,,,,,,,,,,,,,,,,,,,,,,,
6,,谐,xié,hài,諧,1,和谐,Hòa hợp,,,,,,,,,,,,,,,,,,,,,,,,
6,,械,xiè,giới,械,2,机械 器械,Ðồ khí giới,,,,,,,,,,,,,,,,,,,,,,,,
6,,薪,xīn,tân,薪,2,薪水 年薪,Củi,,,,,,,,,,,,,,,,,,,,,,,,
6,3,凶,xiōng,hung,凶/兇,6,凶 凶手 凶残 凶恶 凶狠,Ác,terrible, fearful,,,,,,,,,,,,,,,,,,,,,,
6,,袖,xiù,tụ,袖,3,领袖 袖珍 袖手旁观,Tay áo,,,,,,,,,,,,,,,,,,,,,,,,
6,,绪,xù,tự,緒,1,情绪,Ðầu mối sợi tơ,,,,,,,,,,,,,,,,,,,,,,,,
6,,悬,xuán,huyền,懸,5,悬 悬挂 悬念 悬殊 悬崖,"Treo, treo thằng lẵng giữa khoảng không gọi là huyền",to hang or suspend, to worry, public announcement, unresolved, baseless, without foundation,,,,,,,,,,,,,,,,,,
6,,旋,xuán,toàn,旋,4,旋转 旋律 旋涡 周旋,Trở lại,,,,,,,,,,,,,,,,,,,,,,,,
6,,循,xún,tuần,循,3,循环 循序渐进 遵循,"Noi, tuân theo",,,,,,,,,,,,,,,,,,,,,,,,
6,,讯,xùn,tấn,訊,3,通讯 电讯 资讯,Hỏi,,,,,,,,,,,,,,,,,,,,,,,,
6,3,炎,yán,"viêm, đàm, diễm",炎,3,发炎 炎热 炎症,"Bốc cháy, ngọn lửa",,,,,,,,,,,,,,,,,,,,,,,,
6,,沿,yán,duyên,沿,7,沿 沿海 沿着 前沿 沿岸,Ven,"along; to follow (a line, tradition etc); to carry on; to trim (a border with braid, tape etc); border; edge",,,,,,,,,,,,,,,,,,,,,,,
6,,宴,yàn,yến,宴,1,宴会,Yên nghỉ,,,,,,,,,,,,,,,,,,,,,,,,
6,,洋,yáng,dương,洋,6,海洋 洋 出洋相 汪洋 喜洋洋,Bể lớn,ocean, vast, foreign, silver dollar or coin,,,,,,,,,,,,,,,,,,,,
6,,仰,yǎng,"ngưỡng, nhạng",仰,5,信仰 仰 久仰 前仰后合 瞻仰,"Ngửa, ngửa mặt lên gọi là ngưỡng",surname Yang,,,,,,,,,,,,,,,,,,,,,,,
6,,耀,yào,diệu,耀,4,照耀 夸耀 炫耀 耀眼,"Rọi sáng, sáng soi, sáng ở chỗ này soi tới chỗ kia gọi là diệu",,,,,,,,,,,,,,,,,,,,,,,,
6,,野,yě,dã,野,10,野 野生 视野 野餐 野炊,Ðồng,old variant of 野,,,,,,,,,,,,,,,,,,,,,,,
6,,液,yè,dịch,液,5,血液 输液 唾液 液晶 液体,"Nước dãi, phàm những chất lỏng chảy đều gọi là dịch thể 液體",,,,,,,,,,,,,,,,,,,,,,,,
6,,仪,yí,nghi,儀,4,仪器 仪式 礼仪 仪表,Dáng,,,,,,,,,,,,,,,,,,,,,,,,
6,,异,yì,di,異,14,差异 异常 变异 诧异 大同小异,"Thôi, lui",,,,,,,,,,,,,,,,,,,,,,,,
6,,隐,yǐn,ẩn,隱,10,隐藏 隐私 隐蔽 隐患 隐瞒,Tục dùng như chữ ẩn 隱,,,,,,,,,,,,,,,,,,,,,,,,
6,,忧,yōu,ưu,憂,6,担忧 后顾之忧 无忧无虑 忧愁 忧虑,"Lo, buồn rầu",,,,,,,,,,,,,,,,,,,,,,,,
6,,娱,yú,ngu,娛,2,文娱 娱乐,Vui,,,,,,,,,,,,,,,,,,,,,,,,
6,3,愉,yú,"du, thâu",愉,1,愉快,Vui vẻ,,,,,,,,,,,,,,,,,,,,,,,,
6,,予,yǔ,"dư, dữ",予,5,给予 不予 赋予 授予 予以,"Ta, tôi",,,,,,,,,,,,,,,,,,,,,,,,
6,,宇,yǔ,vũ,宇,2,宇航员 宇宙,"Dưới mái hiên, nhà ở cũng gọi là vũ",,,,,,,,,,,,,,,,,,,,,,,,
6,,欲,yù,dục,慾/欲,4,食欲 随心所欲 摇摇欲坠 欲望,Tham muốn,,,,,,,,,,,,,,,,,,,,,,,,
6,,誉,yù,dự,譽,5,名誉 沽名钓誉 荣誉 声誉 信誉,"Khen, khen những cái hay của người gọi là dự",,,,,,,,,,,,,,,,,,,,,,,,
6,,援,yuán,"viên, viện",援,4,救援 援助 支援 外援,Vin,,,,,,,,,,,,,,,,,,,,,,,,
6,,缘,yuán,"duyến, duyên",緣,7,边缘 缘故 绝缘 人缘儿 无缘,Ðường viền áo,,,,,,,,,,,,,,,,,,,,,,,,
6,,跃,yuè,dược,躍,4,活跃 飞跃 跳跃 踊跃,Nhảy lên,,,,,,,,,,,,,,,,,,,,,,,,
6,3,晕,yūn,vựng,暈,4,晕 晕车 头晕 晕倒,Vừng sáng của mặt trời mặt trăng,confused, dizzy, giddy, to faint, to swoon, to lose consciousness, to pass out,,,,,,,,,,,,,,,,,
6,,允,yǔn,duẫn,允,1,允许,Thành thực,,,,,,,,,,,,,,,,,,,,,,,,
6,,遭,zāo,tao,遭,4,遭到 遭受 遭遇 遭殃,"Gặp, vô ý mà gặp nhau gọi là tao",,,,,,,,,,,,,,,,,,,,,,,,
6,,扎,zhā,trát,扎/紮,5,扎 扎实 包扎 扎根 挣扎,Tục dùng như chữ trát 札,"to prick; to run or stick (a needle etc) into; mug or jug used for serving beer (loanword from ""jar"")",,,,,,,,,,,,,,,,,,,,,,,
6,,炸,zhà,tạc,炸,5,爆炸 炸 炸弹 炸药 轰炸,"Tức nổ, thuốc đạn nổ mạnh gọi là tạc đạn 炸彈",to deep fry, Taiwan pr. [zhà],,,,,,,,,,,,,,,,,,,,,,
6,,宅,zhái,trạch,宅,1,住宅,"Nhà ở, ở vào đấy cũng gọi là trạch",,,,,,,,,,,,,,,,,,,,,,,,
6,,债,zhài,trái,債,2,债 债务,Nợ,debt,,,,,,,,,,,,,,,,,,,,,,,
6,,账,zhàng,trướng,賬,5,账 账户 算账 账单 账号,"Sổ sách, nguyên dùng chữ trướng 帳, nay tục thường dùng chữ trướng 賬 này",account, bill, debt,,,,,,,,,,,,,,,,,,,,,
6,,障,zhàng,chướng,障,3,故障 障碍 保障,"Che, ngăn",,,,,,,,,,,,,,,,,,,,,,,,
